cluster	ORF	gene_name
histone modification	YKR029C	SET3
histone modification_GO_15_1_all	YKR029C	SET3
histone modification_GO_15_1_mut	YKR029C	SET3
histone modification_GO_30_1_all	YKR029C	SET3
organelle fission	YKR029C	SET3
regulation of cell cycle	YKR029C	SET3
regulation of cell cycle_GO_30_1_mut	YKR029C	SET3
regulation of organelle organization_GO_15_1_all	YKR029C	SET3
sig_Gsp1_GI	YKR029C	SET3
sig_Gsp1_GI_30_2_all	YKR029C	SET3
sig_Gsp1_GI_30_2_mut	YKR029C	SET3
whole_library	YKR029C	SET3
whole_library_30_1_all	YKR029C	SET3
endomembrane system	YKR030W	GMH1
whole_library	YKR030W	GMH1
chromatin	YKR042W	UTH1
chromatin organization	YKR042W	UTH1
chromatin organization_GO_15_5_all	YKR042W	UTH1
chromatin organization_GO_30_2_all	YKR042W	UTH1
whole_library	YKR042W	UTH1
whole_library	YKR043C	SHB17
budding	YKR048C	NAP1
budding_GO_30_1_mut	YKR048C	NAP1
chromatin	YKR048C	NAP1
chromatin organization	YKR048C	NAP1
chromatin organization_GO_15_1_mut	YKR048C	NAP1
chromatin organization_GO_15_5_all	YKR048C	NAP1
chromatin organization_GO_30_1_mut	YKR048C	NAP1
chromatin organization_GO_30_2_all	YKR048C	NAP1
chromatin_GO_15_7_mut	YKR048C	NAP1
chromatin_GO_30_3_mut	YKR048C	NAP1
cytoskeleton and microtubules	YKR048C	NAP1
cytoskeleton organization	YKR048C	NAP1
cytoskeleton organization_GO_15_1_mut	YKR048C	NAP1
cytoskeleton organization_GO_15_3_all	YKR048C	NAP1
cytoskeleton organization_GO_30_1_all	YKR048C	NAP1
cytoskeleton organization_GO_30_1_mut	YKR048C	NAP1
DNA-templated transcription, elongation	YKR048C	NAP1
DNA-templated transcription, elongation_GO_15_1_all	YKR048C	NAP1
DNA-templated transcription, elongation_GO_15_1_mut	YKR048C	NAP1
nuclear transport	YKR048C	NAP1
nuclear transport and organization	YKR048C	NAP1
nuclear transport and organization_GO_15_1_mut	YKR048C	NAP1
nuclear transport and organization_GO_15_2_all	YKR048C	NAP1
nuclear transport and organization_GO_30_1_all	YKR048C	NAP1
nuclear transport_GO_15_1_mut	YKR048C	NAP1
nuclear transport_GO_15_2_all	YKR048C	NAP1
protein targeting	YKR048C	NAP1
protein targeting_GO_15_2_mut	YKR048C	NAP1
protein targeting_GO_30_1_all	YKR048C	NAP1
protein targeting_GO_30_1_mut	YKR048C	NAP1
regulation of organelle organization_GO_15_1_all	YKR048C	NAP1
sig_Gsp1_GI	YKR048C	NAP1
sig_Gsp1_GI_15_3_all	YKR048C	NAP1
sig_Gsp1_GI_15_4_mut	YKR048C	NAP1
sig_Gsp1_GI_30_1_mut	YKR048C	NAP1
sig_Gsp1_GI_30_2_all	YKR048C	NAP1
transcription	YKR048C	NAP1
transcription and mRNA processing	YKR048C	NAP1
transcription from RNA polymerase II promoter	YKR048C	NAP1
transcription from RNA polymerase II promoter_GO_15_3_mut	YKR048C	NAP1
transcription from RNA polymerase II promoter_GO_30_1_mut	YKR048C	NAP1
transcription_GO_15_1_mut	YKR048C	NAP1
transcription_GO_15_2_all	YKR048C	NAP1
transcription_GO_30_4_all	YKR048C	NAP1
whole_library	YKR048C	NAP1
whole_library_15_14_mut	YKR048C	NAP1
whole_library_15_36_all	YKR048C	NAP1
whole_library_30_12_mut	YKR048C	NAP1
whole_library_30_5_all	YKR048C	NAP1
budding	YKR054C	DYN1
cell cycle	YKR054C	DYN1
cell cycle_GO_30_2_all	YKR054C	DYN1
chromatin	YKR054C	DYN1
chromatin_GO_15_1_all	YKR054C	DYN1
chromosome segregation	YKR054C	DYN1
chromosome segregation_GO_15_1_all	YKR054C	DYN1
chromosome segregation_GO_30_1_all	YKR054C	DYN1
chromosome segregation_GO_30_1_mut	YKR054C	DYN1
cytoskeleton and microtubules	YKR054C	DYN1
cytoskeleton and microtubules_GO_15_2_mut	YKR054C	DYN1
cytoskeleton and microtubules_GO_15_5_all	YKR054C	DYN1
cytoskeleton organization	YKR054C	DYN1
cytoskeleton organization_GO_15_1_mut	YKR054C	DYN1
cytoskeleton organization_GO_30_1_all	YKR054C	DYN1
cytoskeleton organization_GO_30_1_mut	YKR054C	DYN1
cytoskeleton_GO_15_2_mut	YKR054C	DYN1
mitotic cell cycle	YKR054C	DYN1
mitotic cell cycle_GO_15_2_all	YKR054C	DYN1
mitotic cell cycle_GO_30_1_mut	YKR054C	DYN1
organelle fission	YKR054C	DYN1
organelle fission_GO_15_3_mut	YKR054C	DYN1
organelle fission_GO_30_1_mut	YKR054C	DYN1
sig_Gsp1_GI	YKR054C	DYN1
sig_Gsp1_GI_15_1_all	YKR054C	DYN1
sig_Gsp1_GI_15_3_mut	YKR054C	DYN1
sig_Gsp1_GI_30_1_mut	YKR054C	DYN1
sig_Gsp1_GI_30_3_all	YKR054C	DYN1
whole_library	YKR054C	DYN1
whole_library_15_22_mut	YKR054C	DYN1
whole_library_15_3_all	YKR054C	DYN1
whole_library_30_14_mut	YKR054C	DYN1
whole_library_30_9_all	YKR054C	DYN1
budding	YKR055W	RHO4
budding_GO_30_1_mut	YKR055W	RHO4
cytoskeleton and microtubules	YKR055W	RHO4
cytoskeleton organization	YKR055W	RHO4
cytoskeleton organization_GO_15_1_mut	YKR055W	RHO4
cytoskeleton organization_GO_30_1_mut	YKR055W	RHO4
endomembrane system	YKR055W	RHO4
regulation of organelle organization_GO_15_1_all	YKR055W	RHO4
whole_library	YKR055W	RHO4
whole_library_30_5_all	YKR055W	RHO4
ribosomes and translation	YKR059W	TIF1
whole_library	YKR059W	TIF1
whole_library_30_5_all	YKR059W	TIF1
endomembrane system	YKR061W	KTR2
whole_library	YKR061W	KTR2
whole_library_30_3_all	YKR061W	KTR2
protein targeting	YKR065C	PAM17
protein targeting_GO_15_3_all	YKR065C	PAM17
protein targeting_GO_30_1_all	YKR065C	PAM17
whole_library	YKR065C	PAM17
endomembrane system	YKR067W	GPT2
lipids_GO_15_2_all	YKR067W	GPT2
whole_library	YKR067W	GPT2
cell cycle	YKR072C	SIS2
mitotic cell cycle	YKR072C	SIS2
regulation of cell cycle	YKR072C	SIS2
regulation of cell cycle_GO_30_1_all	YKR072C	SIS2
sig_Gsp1_GI	YKR072C	SIS2
sig_Gsp1_GI_15_3_all	YKR072C	SIS2
sig_Gsp1_GI_15_7_mut	YKR072C	SIS2
sig_Gsp1_GI_30_2_all	YKR072C	SIS2
sig_Gsp1_GI_30_5_mut	YKR072C	SIS2
whole_library	YKR072C	SIS2
whole_library	YKR074W	AIM29
cell cycle	YKR077W	MSA2
mitotic cell cycle	YKR077W	MSA2
mitotic cell cycle_GO_15_1_all	YKR077W	MSA2
whole_library	YKR077W	MSA2
whole_library_30_3_all	YKR077W	MSA2
cellular response to DNA damage stimulus	YKR082W	NUP133
cellular response to DNA damage stimulus_GO_15_1_all	YKR082W	NUP133
cellular response to DNA damage stimulus_GO_15_3_mut	YKR082W	NUP133
cellular response to DNA damage stimulus_GO_30_1_mut	YKR082W	NUP133
cellular response to DNA damage stimulus_GO_30_3_all	YKR082W	NUP133
chromatin	YKR082W	NUP133
chromatin organization	YKR082W	NUP133
chromatin organization_GO_15_1_mut	YKR082W	NUP133
chromatin organization_GO_15_5_all	YKR082W	NUP133
chromatin organization_GO_30_1_mut	YKR082W	NUP133
chromatin organization_GO_30_2_all	YKR082W	NUP133
chromatin_GO_15_5_all	YKR082W	NUP133
chromatin_GO_15_7_mut	YKR082W	NUP133
chromatin_GO_30_2_all	YKR082W	NUP133
chromatin_GO_30_3_mut	YKR082W	NUP133
DNA repair	YKR082W	NUP133
DNA repair_GO_15_1_all	YKR082W	NUP133
DNA repair_GO_15_3_mut	YKR082W	NUP133
DNA repair_GO_30_1_mut	YKR082W	NUP133
endomembrane system	YKR082W	NUP133
endomembrane system_GO_15_3_mut	YKR082W	NUP133
endomembrane system_GO_15_8_all	YKR082W	NUP133
endomembrane system_GO_30_3_all	YKR082W	NUP133
nuclear transport	YKR082W	NUP133
nuclear transport and organization	YKR082W	NUP133
nuclear transport and organization_GO_15_1_mut	YKR082W	NUP133
nuclear transport and organization_GO_15_2_all	YKR082W	NUP133
nuclear transport and organization_GO_30_1_all	YKR082W	NUP133
nuclear transport_GO_15_1_mut	YKR082W	NUP133
nuclear transport_GO_15_2_all	YKR082W	NUP133
nucleobase-containing compound transport	YKR082W	NUP133
nucleobase-containing compound transport_GO_15_1_mut	YKR082W	NUP133
nucleobase-containing compound transport_GO_15_2_all	YKR082W	NUP133
nucleus organization	YKR082W	NUP133
nucleus organization_GO_15_1_all	YKR082W	NUP133
nucleus organization_GO_15_1_mut	YKR082W	NUP133
protein targeting	YKR082W	NUP133
protein targeting_GO_15_2_mut	YKR082W	NUP133
protein targeting_GO_15_3_all	YKR082W	NUP133
protein targeting_GO_30_1_all	YKR082W	NUP133
protein targeting_GO_30_1_mut	YKR082W	NUP133
response to heat	YKR082W	NUP133
response to heat_GO_15_1_all	YKR082W	NUP133
response to heat_GO_15_1_mut	YKR082W	NUP133
response to heat_GO_30_1_all	YKR082W	NUP133
sig_Gsp1_GI	YKR082W	NUP133
sig_Gsp1_GI_15_4_mut	YKR082W	NUP133
sig_Gsp1_GI_15_9_all	YKR082W	NUP133
sig_Gsp1_GI_30_1_all	YKR082W	NUP133
sig_Gsp1_GI_30_1_mut	YKR082W	NUP133
transcription	YKR082W	NUP133
transcription and mRNA processing	YKR082W	NUP133
transcription and mRNA processing_GO_15_1_all	YKR082W	NUP133
transcription and mRNA processing_GO_15_14_mut	YKR082W	NUP133
transcription and mRNA processing_GO_30_1_all	YKR082W	NUP133
transcription and mRNA processing_GO_30_2_mut	YKR082W	NUP133
transcription from RNA polymerase II promoter	YKR082W	NUP133
transcription from RNA polymerase II promoter_GO_15_3_mut	YKR082W	NUP133
transcription from RNA polymerase II promoter_GO_15_4_all	YKR082W	NUP133
transcription from RNA polymerase II promoter_GO_30_1_all	YKR082W	NUP133
transcription from RNA polymerase II promoter_GO_30_1_mut	YKR082W	NUP133
transcription_GO_15_1_mut	YKR082W	NUP133
transcription_GO_15_2_all	YKR082W	NUP133
transcription_GO_30_4_all	YKR082W	NUP133
whole_library	YKR082W	NUP133
whole_library_15_14_mut	YKR082W	NUP133
whole_library_15_23_all	YKR082W	NUP133
whole_library_30_12_mut	YKR082W	NUP133
whole_library_30_3_all	YKR082W	NUP133
nuclear transport	YKR092C	SRP40
nuclear transport and organization	YKR092C	SRP40
nuclear transport_GO_15_1_all	YKR092C	SRP40
whole_library	YKR092C	SRP40
whole_library_30_1_all	YKR092C	SRP40
whole_library	YKR093W	PTR2
chromatin	YKR095W	MLP1
chromatin organization	YKR095W	MLP1
chromatin organization_GO_15_1_mut	YKR095W	MLP1
chromatin organization_GO_15_5_all	YKR095W	MLP1
chromatin organization_GO_30_1_mut	YKR095W	MLP1
chromatin organization_GO_30_2_all	YKR095W	MLP1
chromatin_GO_15_5_all	YKR095W	MLP1
chromatin_GO_30_2_all	YKR095W	MLP1
cytoskeleton and microtubules	YKR095W	MLP1
endomembrane system	YKR095W	MLP1
endomembrane system_GO_15_8_all	YKR095W	MLP1
endomembrane system_GO_30_3_all	YKR095W	MLP1
nuclear transport	YKR095W	MLP1
nuclear transport and organization	YKR095W	MLP1
nuclear transport and organization_GO_15_1_mut	YKR095W	MLP1
nuclear transport and organization_GO_15_2_all	YKR095W	MLP1
nuclear transport and organization_GO_30_1_all	YKR095W	MLP1
nuclear transport_GO_15_1_mut	YKR095W	MLP1
nuclear transport_GO_15_2_all	YKR095W	MLP1
nucleobase-containing compound transport	YKR095W	MLP1
nucleobase-containing compound transport_GO_15_2_all	YKR095W	MLP1
nucleus organization	YKR095W	MLP1
nucleus organization_GO_15_1_mut	YKR095W	MLP1
protein targeting	YKR095W	MLP1
protein targeting_GO_15_3_all	YKR095W	MLP1
protein targeting_GO_30_1_all	YKR095W	MLP1
protein targeting_GO_30_1_mut	YKR095W	MLP1
RNA catabolic process	YKR095W	MLP1
sig_Gsp1_GI	YKR095W	MLP1
sig_Gsp1_GI_15_3_all	YKR095W	MLP1
sig_Gsp1_GI_30_2_all	YKR095W	MLP1
transcription	YKR095W	MLP1
transcription and mRNA processing	YKR095W	MLP1
transcription and mRNA processing_GO_15_3_all	YKR095W	MLP1
transcription and mRNA processing_GO_30_2_all	YKR095W	MLP1
transcription from RNA polymerase II promoter	YKR095W	MLP1
transcription from RNA polymerase II promoter_GO_15_4_all	YKR095W	MLP1
transcription from RNA polymerase II promoter_GO_30_1_all	YKR095W	MLP1
transcription from RNA polymerase II promoter_GO_30_1_mut	YKR095W	MLP1
transcription_GO_15_2_all	YKR095W	MLP1
transcription_GO_30_4_all	YKR095W	MLP1
whole_library	YKR095W	MLP1
whole_library_15_23_all	YKR095W	MLP1
whole_library_30_3_all	YKR095W	MLP1
ribosome	YKR096W	ESL2
ribosome_GO_15_1_all	YKR096W	ESL2
ribosomes and translation	YKR096W	ESL2
whole_library	YKR096W	ESL2
whole_library	YKR098C	UBP11
transcription	YKR099W	BAS1
transcription and mRNA processing	YKR099W	BAS1
transcription and mRNA processing_GO_15_1_all	YKR099W	BAS1
transcription and mRNA processing_GO_30_1_all	YKR099W	BAS1
transcription from RNA polymerase II promoter	YKR099W	BAS1
transcription_GO_15_2_all	YKR099W	BAS1
transcription_GO_30_4_all	YKR099W	BAS1
whole_library	YKR099W	BAS1
budding	YKR100C	SKG1
whole_library	YKR100C	SKG1
chromatin	YKR101W	SIR1
chromatin organization	YKR101W	SIR1
chromatin organization_GO_30_1_mut	YKR101W	SIR1
chromatin_GO_30_3_mut	YKR101W	SIR1
sig_Gsp1_GI	YKR101W	SIR1
sig_Gsp1_GI_15_3_mut	YKR101W	SIR1
sig_Gsp1_GI_30_1_mut	YKR101W	SIR1
whole_library	YKR101W	SIR1
whole_library	YKR103W	NFT1
whole_library_30_5_all	YKR103W	NFT1
budding	YLL001W	DNM1
organelle fission	YLL001W	DNM1
whole_library	YLL001W	DNM1
cellular response to DNA damage stimulus	YLL002W	RTT109
cellular response to DNA damage stimulus_GO_15_1_all	YLL002W	RTT109
cellular response to DNA damage stimulus_GO_30_3_all	YLL002W	RTT109
chromatin	YLL002W	RTT109
chromatin organization	YLL002W	RTT109
DNA repair	YLL002W	RTT109
DNA repair_GO_15_1_all	YLL002W	RTT109
histone modification	YLL002W	RTT109
histone modification_GO_15_1_all	YLL002W	RTT109
histone modification_GO_30_1_all	YLL002W	RTT109
transcription	YLL002W	RTT109
transcription and mRNA processing	YLL002W	RTT109
transcription from RNA polymerase II promoter	YLL002W	RTT109
transcription from RNA polymerase II promoter_GO_30_1_all	YLL002W	RTT109
whole_library	YLL002W	RTT109
whole_library_30_3_all	YLL002W	RTT109
peptidyl-amino acid modification_GO_15_2_mut	YLL019C	KNS1
transcription	YLL019C	KNS1
transcription and mRNA processing	YLL019C	KNS1
transcription and mRNA processing_GO_15_1_all	YLL019C	KNS1
transcription and mRNA processing_GO_15_14_mut	YLL019C	KNS1
transcription and mRNA processing_GO_30_1_all	YLL019C	KNS1
transcription and mRNA processing_GO_30_2_mut	YLL019C	KNS1
whole_library	YLL019C	KNS1
whole_library_15_22_mut	YLL019C	KNS1
whole_library_30_14_mut	YLL019C	KNS1
budding	YLL021W	SPA2
cell cycle	YLL021W	SPA2
cytoskeleton and microtubules	YLL021W	SPA2
cytoskeleton and microtubules_GO_15_2_mut	YLL021W	SPA2
cytoskeleton organization	YLL021W	SPA2
mitotic cell cycle	YLL021W	SPA2
mitotic cell cycle_GO_15_2_all	YLL021W	SPA2
sig_Gsp1_GI	YLL021W	SPA2
sig_Gsp1_GI_30_4_all	YLL021W	SPA2
sig_Gsp1_GI_30_5_mut	YLL021W	SPA2
whole_library	YLL021W	SPA2
nuclear transport	YLL024C	SSA2
nuclear transport and organization	YLL024C	SSA2
nuclear transport_GO_15_1_all	YLL024C	SSA2
nucleobase-containing compound transport	YLL024C	SSA2
protein targeting	YLL024C	SSA2
protein targeting_GO_30_1_all	YLL024C	SSA2
proteolysis involved in cellular protein catabolic process	YLL024C	SSA2
whole_library	YLL024C	SSA2
cytoskeleton and microtubules	YLL038C	ENT4
cytoskeleton and microtubules_GO_30_3_all	YLL038C	ENT4
cytoskeleton organization	YLL038C	ENT4
cytoskeleton organization_GO_30_1_mut	YLL038C	ENT4
sig_Gsp1_GI	YLL038C	ENT4
sig_Gsp1_GI_15_3_all	YLL038C	ENT4
sig_Gsp1_GI_30_2_all	YLL038C	ENT4
sig_Gsp1_GI_30_2_mut	YLL038C	ENT4
whole_library	YLL038C	ENT4
whole_library_30_3_all	YLL038C	ENT4
budding	YLL039C	UBI4
cell cycle	YLL039C	UBI4
protein modification by small protein conjugation or removal	YLL039C	UBI4
whole_library	YLL039C	UBI4
whole_library_15_36_all	YLL039C	UBI4
whole_library_30_5_all	YLL039C	UBI4
budding	YLL040C	VPS13
cell cycle	YLL040C	VPS13
endomembrane system	YLL040C	VPS13
protein targeting	YLL040C	VPS13
protein targeting_GO_30_1_all	YLL040C	VPS13
whole_library	YLL040C	VPS13
whole_library	YLL043W	FPS1
cytoplasmic translation	YLL045C	RPL8B
ribosome	YLL045C	RPL8B
ribosome_GO_15_1_all	YLL045C	RPL8B
ribosomes and translation	YLL045C	RPL8B
ribosomes and translation_GO_30_1_all	YLL045C	RPL8B
sig_Gsp1_GI	YLL045C	RPL8B
sig_Gsp1_GI_30_3_mut	YLL045C	RPL8B
structural constituent of ribosome	YLL045C	RPL8B
transcription and mRNA processing	YLL045C	RPL8B
whole_library	YLL045C	RPL8B
cell cycle	YLL049W	LDB18
cell cycle_GO_30_2_all	YLL049W	LDB18
cytoskeleton and microtubules	YLL049W	LDB18
cytoskeleton and microtubules_GO_15_2_mut	YLL049W	LDB18
cytoskeleton and microtubules_GO_15_5_all	YLL049W	LDB18
cytoskeleton organization	YLL049W	LDB18
cytoskeleton organization_GO_15_1_mut	YLL049W	LDB18
cytoskeleton organization_GO_30_1_all	YLL049W	LDB18
cytoskeleton organization_GO_30_1_mut	YLL049W	LDB18
cytoskeleton_GO_15_2_mut	YLL049W	LDB18
mitotic cell cycle	YLL049W	LDB18
mitotic cell cycle_GO_15_2_all	YLL049W	LDB18
sig_Gsp1_GI	YLL049W	LDB18
sig_Gsp1_GI_15_1_all	YLL049W	LDB18
sig_Gsp1_GI_15_3_mut	YLL049W	LDB18
sig_Gsp1_GI_30_1_mut	YLL049W	LDB18
sig_Gsp1_GI_30_3_all	YLL049W	LDB18
whole_library	YLL049W	LDB18
whole_library_15_22_mut	YLL049W	LDB18
whole_library_15_3_all	YLL049W	LDB18
whole_library_30_14_mut	YLL049W	LDB18
whole_library_30_9_all	YLL049W	LDB18
cytoskeleton and microtubules	YLR006C	SSK1
cytoskeleton and microtubules_GO_30_3_all	YLR006C	SSK1
cytoskeleton organization	YLR006C	SSK1
cytoskeleton organization_GO_30_1_mut	YLR006C	SSK1
regulation of organelle organization_GO_15_1_all	YLR006C	SSK1
sig_Gsp1_GI	YLR006C	SSK1
sig_Gsp1_GI_30_2_all	YLR006C	SSK1
whole_library	YLR006C	SSK1
chromatin	YLR015W	BRE2
chromatin organization	YLR015W	BRE2
chromatin_GO_30_2_all	YLR015W	BRE2
histone modification	YLR015W	BRE2
histone modification_GO_30_1_all	YLR015W	BRE2
sig_Gsp1_GI	YLR015W	BRE2
sig_Gsp1_GI_15_1_mut	YLR015W	BRE2
sig_Gsp1_GI_30_1_all	YLR015W	BRE2
sig_Gsp1_GI_30_3_mut	YLR015W	BRE2
telomere organization	YLR015W	BRE2
telomere organization_GO_15_1_mut	YLR015W	BRE2
whole_library	YLR015W	BRE2
cytoskeleton and microtubules	YLR018C	POM34
cytoskeleton and microtubules_GO_15_2_mut	YLR018C	POM34
cytoskeleton and microtubules_GO_15_3_all	YLR018C	POM34
cytoskeleton and microtubules_GO_30_3_all	YLR018C	POM34
cytoskeleton organization	YLR018C	POM34
cytoskeleton organization_GO_15_1_mut	YLR018C	POM34
cytoskeleton organization_GO_15_3_all	YLR018C	POM34
cytoskeleton organization_GO_30_1_all	YLR018C	POM34
cytoskeleton organization_GO_30_1_mut	YLR018C	POM34
endomembrane system	YLR018C	POM34
endomembrane system_GO_15_3_mut	YLR018C	POM34
endomembrane system_GO_15_8_all	YLR018C	POM34
endomembrane system_GO_30_3_all	YLR018C	POM34
nuclear transport	YLR018C	POM34
nuclear transport and organization	YLR018C	POM34
nuclear transport and organization_GO_15_1_mut	YLR018C	POM34
nuclear transport and organization_GO_15_3_all	YLR018C	POM34
nuclear transport and organization_GO_30_1_all	YLR018C	POM34
nuclear transport_GO_15_1_all	YLR018C	POM34
nuclear transport_GO_15_1_mut	YLR018C	POM34
nucleus organization	YLR018C	POM34
nucleus organization_GO_15_1_all	YLR018C	POM34
nucleus organization_GO_15_1_mut	YLR018C	POM34
protein targeting	YLR018C	POM34
protein targeting_GO_15_2_mut	YLR018C	POM34
protein targeting_GO_15_3_all	YLR018C	POM34
protein targeting_GO_30_1_all	YLR018C	POM34
protein targeting_GO_30_1_mut	YLR018C	POM34
sig_Gsp1_GI	YLR018C	POM34
sig_Gsp1_GI_15_4_mut	YLR018C	POM34
sig_Gsp1_GI_15_9_all	YLR018C	POM34
sig_Gsp1_GI_30_1_all	YLR018C	POM34
sig_Gsp1_GI_30_1_mut	YLR018C	POM34
whole_library	YLR018C	POM34
whole_library_15_14_mut	YLR018C	POM34
whole_library_15_36_all	YLR018C	POM34
whole_library_30_12_mut	YLR018C	POM34
whole_library_30_5_all	YLR018C	POM34
RNA catabolic process	YLR021W	IRC25
sig_Gsp1_GI	YLR021W	IRC25
sig_Gsp1_GI_15_11_all	YLR021W	IRC25
sig_Gsp1_GI_15_9_mut	YLR021W	IRC25
sig_Gsp1_GI_30_1_mut	YLR021W	IRC25
sig_Gsp1_GI_30_3_all	YLR021W	IRC25
whole_library	YLR021W	IRC25
whole_library_15_13_all	YLR021W	IRC25
whole_library_15_24_mut	YLR021W	IRC25
whole_library_30_1_all	YLR021W	IRC25
whole_library_30_14_mut	YLR021W	IRC25
protein modification by small protein conjugation or removal	YLR024C	UBR2
protein modification by small protein conjugation or removal_GO_30_1_mut	YLR024C	UBR2
proteolysis involved in cellular protein catabolic process	YLR024C	UBR2
sig_Gsp1_GI	YLR024C	UBR2
sig_Gsp1_GI_15_1_mut	YLR024C	UBR2
sig_Gsp1_GI_15_5_all	YLR024C	UBR2
sig_Gsp1_GI_30_3_mut	YLR024C	UBR2
sig_Gsp1_GI_30_4_all	YLR024C	UBR2
whole_library	YLR024C	UBR2
whole_library_30_1_all	YLR024C	UBR2
cellular response to DNA damage stimulus	YLR032W	RAD5
cellular response to DNA damage stimulus_GO_30_1_mut	YLR032W	RAD5
chromosome	YLR032W	RAD5
chromosome_GO_30_1_mut	YLR032W	RAD5
DNA repair	YLR032W	RAD5
DNA repair_GO_30_1_mut	YLR032W	RAD5
protein modification by small protein conjugation or removal	YLR032W	RAD5
protein modification by small protein conjugation or removal_GO_30_1_mut	YLR032W	RAD5
whole_library	YLR032W	RAD5
whole_library_15_22_mut	YLR032W	RAD5
whole_library_30_14_mut	YLR032W	RAD5
endomembrane system	YLR039C	RIC1
sig_Gsp1_GI	YLR039C	RIC1
whole_library	YLR039C	RIC1
whole_library	YLR044C	PDC1
whole_library_30_3_all	YLR044C	PDC1
chromatin	YLR055C	SPT8
chromatin organization	YLR055C	SPT8
chromatin_GO_30_2_all	YLR055C	SPT8
histone modification	YLR055C	SPT8
histone modification_GO_15_1_all	YLR055C	SPT8
histone modification_GO_30_1_all	YLR055C	SPT8
sig_Gsp1_GI	YLR055C	SPT8
sig_Gsp1_GI_30_2_all	YLR055C	SPT8
sig_Gsp1_GI_30_3_mut	YLR055C	SPT8
transcription	YLR055C	SPT8
transcription and mRNA processing	YLR055C	SPT8
transcription from RNA polymerase II promoter	YLR055C	SPT8
whole_library	YLR055C	SPT8
whole_library_30_1_all	YLR055C	SPT8
endomembrane system	YLR056W	ERG3
endomembrane system_GO_15_3_mut	YLR056W	ERG3
whole_library	YLR056W	ERG3
cell cycle	YLR079W	SIC1
cell cycle_GO_15_9_mut	YLR079W	SIC1
cell cycle_GO_30_3_mut	YLR079W	SIC1
mitotic cell cycle	YLR079W	SIC1
mitotic cell cycle_GO_30_1_mut	YLR079W	SIC1
regulation of cell cycle	YLR079W	SIC1
regulation of cell cycle_GO_15_2_mut	YLR079W	SIC1
regulation of cell cycle_GO_30_1_all	YLR079W	SIC1
regulation of cell cycle_GO_30_1_mut	YLR079W	SIC1
sig_Gsp1_GI	YLR079W	SIC1
sig_Gsp1_GI_15_3_all	YLR079W	SIC1
sig_Gsp1_GI_15_3_mut	YLR079W	SIC1
sig_Gsp1_GI_30_1_mut	YLR079W	SIC1
sig_Gsp1_GI_30_2_all	YLR079W	SIC1
whole_library	YLR079W	SIC1
whole_library	YLR082C	SRL2
whole_library_30_3_all	YLR082C	SRL2
endomembrane system	YLR083C	EMP70
whole_library	YLR083C	EMP70
chromatin	YLR085C	ARP6
chromatin organization	YLR085C	ARP6
chromatin organization_GO_15_1_mut	YLR085C	ARP6
chromatin organization_GO_30_1_mut	YLR085C	ARP6
chromatin_GO_30_3_mut	YLR085C	ARP6
chromosome	YLR085C	ARP6
chromosome_GO_30_1_mut	YLR085C	ARP6
sig_Gsp1_GI	YLR085C	ARP6
sig_Gsp1_GI_30_1_mut	YLR085C	ARP6
sig_Gsp1_GI_30_2_all	YLR085C	ARP6
whole_library	YLR085C	ARP6
sig_Gsp1_GI	YLR087C	CSF1
sig_Gsp1_GI_15_1_mut	YLR087C	CSF1
sig_Gsp1_GI_30_3_mut	YLR087C	CSF1
whole_library	YLR087C	CSF1
sig_Gsp1_GI	YLR089C	ALT1
sig_Gsp1_GI_30_3_mut	YLR089C	ALT1
sig_Gsp1_GI_30_4_all	YLR089C	ALT1
whole_library	YLR089C	ALT1
whole_library_30_5_all	YLR089C	ALT1
sig_Gsp1_GI	YLR091W	GEP5
sig_Gsp1_GI_15_9_all	YLR091W	GEP5
sig_Gsp1_GI_30_1_all	YLR091W	GEP5
sig_Gsp1_GI_30_3_mut	YLR091W	GEP5
whole_library	YLR091W	GEP5
chromatin	YLR095C	IOC2
chromatin organization	YLR095C	IOC2
whole_library	YLR095C	IOC2
whole_library	YLR096W	KIN2
whole_library_15_13_all	YLR096W	KIN2
whole_library_30_1_all	YLR096W	KIN2
proteolysis involved in cellular protein catabolic process	YLR097C	HRT3
proteolysis involved in cellular protein catabolic process_GO_15_1_all	YLR097C	HRT3
proteolysis involved in cellular protein catabolic process_GO_15_2_mut	YLR097C	HRT3
whole_library	YLR097C	HRT3
whole_library_30_9_all	YLR097C	HRT3
chromatin	YLR102C	APC9
chromatin organization	YLR102C	APC9
chromatin organization_GO_15_5_all	YLR102C	APC9
chromatin organization_GO_30_2_all	YLR102C	APC9
chromatin_GO_15_1_all	YLR102C	APC9
protein modification by small protein conjugation or removal	YLR102C	APC9
whole_library	YLR102C	APC9
budding	YLR110C	CCW12
sig_Gsp1_GI	YLR110C	CCW12
sig_Gsp1_GI_15_1_mut	YLR110C	CCW12
sig_Gsp1_GI_30_3_mut	YLR110C	CCW12
whole_library	YLR110C	CCW12
cell cycle	YLR113W	HOG1
cell cycle_GO_15_3_all	YLR113W	HOG1
chromatin	YLR113W	HOG1
regulation of cell cycle	YLR113W	HOG1
regulation of cell cycle_GO_30_1_mut	YLR113W	HOG1
response to heat	YLR113W	HOG1
response to heat_GO_15_1_mut	YLR113W	HOG1
response to heat_GO_30_1_all	YLR113W	HOG1
sig_Gsp1_GI	YLR113W	HOG1
sig_Gsp1_GI_30_2_all	YLR113W	HOG1
